"Str1","Str2","freq"
"valentin","day",2
"vest","interest",2
"video","youtub",2
"villag","s",2
"vision","mission",2
"visit","blog",2
"visit","doctor",2
"volunt","help",2
"vote","overrid",2
"vote","repeal",2
"w","famili",2
"wait","anoth",2
"wait","day",2
"wait","final",2
"wait","get",2
"wait","list",2
"wait","live",2
"wait","realli",2
"wait","tri",2
"wake","morn",2
"wale","feather",2
"walk","away",2
"walk","distanc",2
"walk","front",2
"walk","hard",2
"walk","past",2
"walk","road",2
"walk","street",2
"walk","way",2
"walt","disney",2
"wander","round",2
"wanna","chill",2
"wanna","talk",2
"want","art",2
"want","ball",2
"want","better",2
"want","busi",2
"want","end",2
"want","feel",2
"want","know",2
"want","learn",2
"want","leav",2
"want","live",2
"want","look",2
"want","love",2
"want","now",2
"want","open",2
"want","peopl",2
"want","read",2
"want","realli",2
"want","share",2
"want","someon",2
"want","start",2
"want","thing",2
"want","uniti",2
"want","win",2
"want","wow",2
"war","room",2
"wash","feet",2
"wash","hand",2
"wash","powder",2
"washington","wizard",2
"wasnt","exact",2
"wasnt","go",2
"watch","movi",2
"watch","tom",2
"watch","us",2
"watch","volunt",2
"water","mix",2
"wave","hi",2
"way","anoth",2
"way","around",2
"way","beer",2
"way","deep",2
"way","eat",2
"way","even",2
"way","everyon",2
"way","felt",2
"way","get",2
"way","good",2
"way","high",2
"way","know",2
"way","like",2
"way","made",2
"way","mani",2
"way","much",2
"way","show",2
"way","way",2
"wear","j",2
"weather","servic",2
"wed","anniversari",2
"wed","oct",2
"wed","stori",2
"wednesday","midnight",2
"wednesday","morn",2
"wednesday","week",2
"week","’s",2
"week","“",2
"week","christi",2
"week","great",2
"week","ill",2
"week","includ",2
"week","last",2
"week","launch",2
"week","much",2
"week","now",2
"week","peopl",2
"week","take",2
"week","thing",2
"week","time",2
"week","two",2
"week","us",2
"weekend","im",2
"wehlen","sonnenuhr",2
"weird","thing",2
"well","’s",2
"well","despit",2
"well","everi",2
"well","good",2
"well","just",2
"well","project",2
"well","said",2
"well","that",2
"well","worth",2
"went","back",2
"went","church",2
"went","good",2
"went","lot",2
"went","right",2
"went","work",2
"west","deptford",2
"west","side",2
"western","confer",2
"weve","ask",2
"weve","gotten",2
"what","best",2
"what","everyon",2
"what","favorit",2
"what","serv",2
"what","wrong",2
"whenev","write",2
"wherev","go",2
"whine","now",2
"whip","cream",2
"whipper","snapper",2
"white","person",2
"whole","famili",2
"whole","process",2
"whole","time",2
"whole","way",2
"whole","world",2
"wide","open",2
"wide","yard",2
"wild","mushroom",2
"will","acknowledg",2
"will","work",2
"win","love",2
"win","streak",2
"wind","mph",2
"wing","us",2
"wipe","use",2
"wish","best",2
"wish","happi",2
"wish","hope",2
"within","bodi",2
"within","day",2
"within","month",2
"within","walk",2
"within","week",2
"without","feel",2
"without","know",2
"without","use",2
"without","walgreen",2
"woke","morn",2
"woman","child",2
"won","bat",2
"won","one",2
"wonder","just",2
"wonder","mani",2
"wonder","salad",2
"wont","abl",2
"wont","feel",2
"wont","get",2
"wont","give",2
"wont","see",2
"wood","burn",2
"word","choic",2
"word","friend",2
"word","said",2
"work","along",2
"work","book",2
"work","didnt",2
"work","ethic",2
"work","even",2
"work","go",2
"work","great",2
"work","harder",2
"work","includ",2
"work","just",2
"work","late",2
"work","live",2
"work","longer",2
"work","progress",2
"work","project",2
"work","sinc",2
"work","tackl",2
"work","today",2
"work","us",2
"worker","come",2
"worker","found",2
"world","around",2
"world","championship",2
"world","come",2
"world","cup",2
"world","famous",2
"world","largest",2
"worri","just",2
"worri","thing",2
"worst","feel",2
"worst","human",2
"worst","kind",2
"worth","note",2
"worth","share",2
"worth","trip",2
"wound","man",2
"wow","great",2
"write","good",2
"write","share",2
"write","someth",2
"write","write",2
"x","b",2
"x","x",2
"ya","know",2
"yeah","just",2
"year","accord",2
"year","ask",2
"year","attend",2
"year","ever",2
"year","fix",2
"year","graduat",2
"year","hey",2
"year","industri",2
"year","live",2
"year","love",2
"year","mani",2
"year","move",2
"year","need",2
"year","oper",2
"year","percent",2
"year","play",2
"year","relish",2
"year","row",2
"year","second",2
"year","see",2
"year","self",2
"year","statut",2
"year","studi",2
"year","treasuri",2
"year","tri",2
"year","us",2
"year","younger",2
"year","your",2
"yep","just",2
"yes","dont",2
"yes","know",2
"yes","read",2
"yes","said",2
"yet","cant",2
"yet","click",2
"yet","even",2
"yet","never",2
"yet","one",2
"york","magazin",2
"york","said",2
"youd","see",2
"youll","find",2
"youll","hear",2
"youll","see",2
"young","adult",2
"young","age",2
"your","best",2
"your","dream",2
"your","far",2
"your","interest",2
"your","like",2
"your","say",2
"your","wear",2
"youv","done",2
